id,name,dept,score,active,ts
229,user_229,D,69.603,True,iso
230,user_230,A,83.739,True,iso
231,user_231,C,47.346,True,iso
232,user_232,D,88.283,True,iso
233,user_233,D,17.356,False,iso
234,user_234,B,3.591,False,iso
235,user_235,A,37.174,True,iso
236,user_236,B,7.239,False,iso
237,user_237,D,81.604,False,iso
238,user_238,C,35.495,False,iso
239,user_239,A,51.126,True,iso
240,user_240,C,35.062,True,iso
241,user_241,B,12.609,False,iso
242,user_242,A,55.161,True,iso
243,user_243,B,31.239,False,iso
244,user_244,D,70.643,False,iso
245,user_245,D,5.42,True,iso
246,user_246,A,13.013,False,iso
247,user_247,C,80.396,True,iso
248,user_248,D,35.076,False,iso
249,user_249,B,82.086,True,iso
250,user_250,B,2.895,True,iso
251,user_251,A,17.51,False,iso
252,user_252,A,70.079,False,iso
253,user_253,D,39.699,False,iso
254,user_254,A,64.475,True,iso
255,user_255,A,63.025,True,iso
256,user_256,A,40.417,True,iso
257,user_257,A,31.961,True,iso
258,user_258,D,40.719,True,iso
259,user_259,B,62.765,True,iso
260,user_260,D,18.766,False,iso
261,user_261,C,8.763,False,iso
262,user_262,D,30.522,False,iso
263,user_263,C,72.797,True,iso
264,user_264,D,20.189,True,iso
265,user_265,D,17.036,False,iso
266,user_266,A,41.035,True,iso
267,user_267,C,46.215,True,iso
268,user_268,B,66.34,False,iso
269,user_269,B,19.365,True,iso
270,user_270,B,30.758,True,iso
271,user_271,B,77.91,True,iso
272,user_272,B,75.532,True,iso
273,user_273,D,78.712,True,iso
274,user_274,D,6.63,False,iso
275,user_275,C,97.075,True,iso
276,user_276,C,44.25,False,iso
277,user_277,D,51.717,False,iso
278,user_278,C,5.91,False,iso
279,user_279,B,55.248,True,iso
280,user_280,A,20.866,False,iso
281,user_281,C,6.968,False,iso
282,user_282,A,67.224,False,iso
283,user_283,C,12.633,True,iso
284,user_284,A,35.323,False,iso
285,user_285,D,77.514,False,iso
286,user_286,D,26.752,False,iso
287,user_287,A,6.178,False,iso
288,user_288,D,91.164,True,iso
289,user_289,B,51.981,True,iso
290,user_290,A,51.215,False,iso
291,user_291,D,56.083,False,iso
292,user_292,D,56.196,True,iso
293,user_293,A,26.293,True,iso
294,user_294,C,91.205,True,iso
295,user_295,D,47.194,True,iso
296,user_296,D,73.884,True,iso
297,user_297,B,23.902,True,iso
298,user_298,D,73.463,False,iso
299,user_299,D,27.999,True,iso
300,user_300,A,47.716,False,iso
301,user_301,A,44.632,False,iso
302,user_302,A,97.895,False,iso
303,user_303,B,13.322,False,iso
304,user_304,A,87.46,False,iso
305,user_305,A,16.961,False,iso
306,user_306,B,80.852,False,iso
307,user_307,C,18.655,True,iso
308,user_308,C,2.906,True,iso
309,user_309,B,14.403,True,iso
310,user_310,D,84.621,False,iso
311,user_311,C,37.045,True,iso
312,user_312,C,62.389,False,iso
313,user_313,D,33.003,False,iso
314,user_314,D,16.104,True,iso
315,user_315,A,13.958,True,iso
316,user_316,A,56.626,False,iso
317,user_317,D,71.375,True,iso
318,user_318,B,33.936,False,iso
319,user_319,A,2.214,False,iso
320,user_320,B,10.398,True,iso
321,user_321,B,40.916,False,iso
322,user_322,B,83.421,False,iso
323,user_323,B,10.432,False,iso
324,user_324,B,91.874,True,iso
325,user_325,B,92.241,True,iso
326,user_326,B,38.969,True,iso
327,user_327,D,21.498,True,iso
328,user_328,C,39.211,True,iso
329,user_329,D,21.542,True,iso
330,user_330,A,2.299,False,iso
331,user_331,B,66.571,False,iso
332,user_332,D,1.767,False,iso
333,user_333,B,53.22,False,iso
334,user_334,C,68.205,False,iso
335,user_335,D,59.558,False,iso
336,user_336,C,34.209,True,iso
337,user_337,D,35.479,False,iso
338,user_338,A,70.047,True,iso
339,user_339,C,65.668,False,iso
340,user_340,C,53.321,False,iso
341,user_341,B,3.668,False,iso
342,user_342,C,76.336,False,iso
343,user_343,D,84.302,False,iso
344,user_344,C,56.944,False,iso
345,user_345,B,42.941,False,iso
346,user_346,A,15.477,True,iso
347,user_347,A,12.335,True,iso
348,user_348,B,37.912,False,iso
349,user_349,D,84.002,False,iso
350,user_350,B,37.429,False,iso
351,user_351,D,89.801,False,iso
352,user_352,B,40.912,False,iso
353,user_353,C,65.401,False,iso
354,user_354,C,16.227,False,iso
355,user_355,D,74.87,True,iso
356,user_356,C,96.378,False,iso
357,user_357,D,59.604,False,iso
358,user_358,D,32.876,True,iso
359,user_359,C,91.314,False,iso
360,user_360,C,18.46,True,iso
361,user_361,D,43.727,True,iso
362,user_362,D,14.344,False,iso
363,user_363,A,24.701,False,iso
364,user_364,C,31.354,False,iso
365,user_365,A,65.796,True,iso
366,user_366,A,64.537,False,iso
367,user_367,C,22.745,False,iso
368,user_368,A,67.757,True,iso
369,user_369,C,63.83,True,iso
370,user_370,D,23.431,True,iso
371,user_371,A,38.119,True,iso
372,user_372,C,58.169,False,iso
373,user_373,B,69.447,True,iso
374,user_374,D,34.918,False,iso
375,user_375,D,54.445,True,iso
376,user_376,C,42.216,True,iso
377,user_377,C,49.229,False,iso
378,user_378,C,74.228,False,iso
379,user_379,C,94.662,False,iso
380,user_380,C,62.613,False,iso
381,user_381,A,39.798,False,iso
382,user_382,D,74.126,False,iso
383,user_383,C,1.954,False,iso
384,user_384,D,99.369,True,iso
385,user_385,C,62.951,True,iso
386,user_386,B,4.678,False,iso
387,user_387,A,12.726,False,iso
388,user_388,C,0.389,True,iso
389,user_389,D,99.976,True,iso
390,user_390,A,95.029,True,iso
391,user_391,C,37.986,False,iso
392,user_392,B,64.779,False,iso
393,user_393,A,87.769,False,iso
394,user_394,C,22.768,False,iso
395,user_395,D,83.855,True,iso
396,user_396,C,11.496,True,iso
397,user_397,D,16.193,False,iso
398,user_398,C,25.099,False,iso
399,user_399,C,36.094,False,iso
400,user_400,D,90.815,False,iso
401,user_401,B,12.761,True,iso
402,user_402,D,21.536,True,iso
403,user_403,A,45.853,False,iso
404,user_404,B,17.168,True,iso
405,user_405,C,70.879,False,iso
406,user_406,C,41.56,False,iso
407,user_407,A,67.197,True,iso
408,user_408,C,94.141,True,iso
409,user_409,C,9.093,False,iso
410,user_410,D,89.54,False,iso
411,user_411,C,77.358,False,iso
412,user_412,D,12.39,False,iso
413,user_413,D,2.155,False,iso
414,user_414,A,73.662,False,iso
415,user_415,A,31.156,False,iso
416,user_416,C,92.866,True,iso
417,user_417,B,77.51,False,iso
418,user_418,C,83.863,False,iso
419,user_419,C,51.492,True,iso
420,user_420,B,33.37,True,iso
421,user_421,A,11.833,True,iso
422,user_422,C,0.402,False,iso
423,user_423,B,34.512,False,iso
424,user_424,D,64.185,True,iso
425,user_425,A,36.459,True,iso
426,user_426,C,91.702,False,iso
427,user_427,C,95.391,True,iso
428,user_428,B,68.61,False,iso
429,user_429,A,3.186,True,iso
430,user_430,B,45.233,False,iso
431,user_431,B,24.468,False,iso
432,user_432,D,15.211,False,iso
433,user_433,D,25.795,True,iso
434,user_434,A,56.066,False,iso
435,user_435,B,65.676,True,iso
436,user_436,C,23.042,True,iso
437,user_437,D,77.429,True,iso
438,user_438,A,3.927,True,iso
439,user_439,D,17.802,False,iso
440,user_440,D,26.824,True,iso
441,user_441,D,50.001,True,iso
442,user_442,B,47.324,False,iso
443,user_443,A,34.36,False,iso
444,user_444,C,62.049,False,iso
445,user_445,A,86.011,False,iso
446,user_446,A,57.665,False,iso
447,user_447,A,9.836,True,iso
448,user_448,A,4.302,True,iso
449,user_449,D,23.809,True,iso
450,user_450,C,16.398,True,iso
451,user_451,C,94.45,True,iso
452,user_452,D,49.036,True,iso
453,user_453,B,10.136,True,iso
454,user_454,A,32.739,True,iso
455,user_455,A,47.496,False,iso
456,user_456,B,84.211,False,iso
457,user_457,C,91.928,True,iso
458,user_458,B,15.747,True,iso
459,user_459,B,1.034,False,iso
460,user_460,A,33.657,False,iso
461,user_461,C,80.513,True,iso
462,user_462,A,50.088,True,iso
463,user_463,B,56.195,False,iso
464,user_464,C,48.83,False,iso
465,user_465,C,9.184,False,iso
466,user_466,C,50.534,True,iso
467,user_467,D,50.559,True,iso
468,user_468,A,49.539,False,iso
469,user_469,A,5.462,False,iso
470,user_470,A,99.931,False,iso
471,user_471,C,38.024,True,iso
472,user_472,B,81.052,False,iso
473,user_473,A,46.155,False,iso
474,user_474,C,75.827,True,iso
475,user_475,D,96.291,True,iso
476,user_476,D,37.07,False,iso
477,user_477,B,75.801,True,iso
478,user_478,C,35.761,False,iso
479,user_479,D,1.658,False,iso
480,user_480,C,33.077,False,iso
481,user_481,A,42.704,False,iso
482,user_482,B,90.826,False,iso
483,user_483,D,74.442,True,iso
484,user_484,A,32.231,True,iso
485,user_485,D,56.452,True,iso
486,user_486,C,50.26,True,iso
487,user_487,B,42.874,True,iso
488,user_488,D,50.532,True,iso
489,user_489,D,19.77,False,iso
490,user_490,B,66.027,True,iso
491,user_491,C,62.933,True,iso
492,user_492,D,0.53,True,iso
493,user_493,C,99.968,False,iso
494,user_494,B,79.283,True,iso
495,user_495,D,82.146,False,iso
496,user_496,D,48.08,True,iso
497,user_497,A,16.885,True,iso
498,user_498,C,73.539,True,iso
499,user_499,D,60.056,True,iso
500,user_500,A,4.129,False,iso
501,user_501,B,56.12,False,iso
502,user_502,C,31.128,True,iso
503,user_503,B,12.228,True,iso
504,user_504,C,55.476,False,iso
505,user_505,D,53.722,True,iso
506,user_506,B,53.283,False,iso
507,user_507,D,75.202,False,iso
508,user_508,A,15.005,False,iso
509,user_509,B,1.652,False,iso
510,user_510,A,47.927,False,iso
511,user_511,B,37.994,True,iso
512,user_512,A,19.099,False,iso
513,user_513,D,22.037,False,iso
514,user_514,D,27.187,True,iso
515,user_515,A,56.403,True,iso
516,user_516,D,69.872,False,iso
517,user_517,C,16.442,True,iso
518,user_518,B,8.473,True,iso
519,user_519,D,24.728,False,iso
520,user_520,D,2.824,True,iso
521,user_521,D,85.085,True,iso
522,user_522,C,39.074,True,iso
523,user_523,B,92.139,True,iso
524,user_524,C,36.818,True,iso
525,user_525,D,47.437,False,iso
526,user_526,C,9.265,False,iso
527,user_527,A,34.318,False,iso
528,user_528,B,0.652,False,iso
529,user_529,B,75.054,False,iso
530,user_530,C,62.655,False,iso
531,user_531,B,0.411,True,iso
532,user_532,B,3.957,True,iso
533,user_533,C,44.585,True,iso
534,user_534,C,24.545,False,iso
535,user_535,A,11.567,True,iso
536,user_536,D,75.366,True,iso
537,user_537,B,16.988,False,iso
538,user_538,A,75.321,True,iso
539,user_539,A,93.411,False,iso
540,user_540,B,74.202,True,iso
541,user_541,C,14.245,False,iso
542,user_542,B,85.484,True,iso
543,user_543,D,42.853,False,iso
544,user_544,A,0.255,False,iso
545,user_545,A,15.389,False,iso
546,user_546,B,63.422,True,iso
547,user_547,C,29.803,False,iso
548,user_548,B,99.692,True,iso
549,user_549,D,92.964,True,iso
550,user_550,A,35.059,False,iso
551,user_551,D,8.32,True,iso
552,user_552,A,59.965,True,iso
553,user_553,D,46.571,True,iso
554,user_554,A,15.746,True,iso
555,user_555,B,91.494,True,iso
556,user_556,B,18.287,True,iso
557,user_557,D,53.119,True,iso
558,user_558,C,75.596,False,iso
559,user_559,D,97.538,False,iso
560,user_560,B,72.806,True,iso
561,user_561,C,68.741,True,iso
562,user_562,C,47.547,False,iso
563,user_563,D,24.375,False,iso
564,user_564,C,52.482,True,iso
565,user_565,D,7.844,True,iso
566,user_566,A,7.403,False,iso
567,user_567,B,84.728,True,iso
568,user_568,A,34.141,False,iso
569,user_569,D,14.455,False,iso
570,user_570,A,10.01,True,iso
571,user_571,C,0.897,True,iso
572,user_572,D,66.722,False,iso
573,user_573,B,12.672,True,iso
574,user_574,B,29.146,True,iso
575,user_575,D,50.605,False,iso
576,user_576,C,15.065,True,iso
577,user_577,C,53.958,False,iso
578,user_578,D,22.638,False,iso
579,user_579,A,75.029,True,iso
580,user_580,B,51.578,False,iso
581,user_581,B,84.506,True,iso
582,user_582,D,61.549,False,iso
583,user_583,A,34.835,True,iso
584,user_584,B,96.994,False,iso
585,user_585,B,94.197,False,iso
586,user_586,A,27.427,True,iso
587,user_587,B,0.827,True,iso
588,user_588,C,25.907,False,iso
589,user_589,B,21.966,False,iso
590,user_590,B,4.188,False,iso
591,user_591,C,49.023,True,iso
592,user_592,D,58.402,False,iso
593,user_593,A,11.768,False,iso
594,user_594,B,26.05,True,iso
595,user_595,D,43.203,True,iso
596,user_596,B,72.958,True,iso
597,user_597,C,80.359,False,iso
598,user_598,B,47.806,True,iso
599,user_599,D,15.586,False,iso
600,user_600,C,91.343,True,iso
601,user_601,D,25.365,True,iso
602,user_602,C,59.318,True,iso
603,user_603,C,30.653,True,iso
604,user_604,B,79.788,False,iso
605,user_605,A,7.138,True,iso
606,user_606,A,6.432,True,iso
607,user_607,C,16.434,False,iso
608,user_608,C,82.017,True,iso
609,user_609,C,73.362,True,iso
610,user_610,A,76.18,True,iso
611,user_611,D,6.248,False,iso
612,user_612,D,76.466,True,iso
613,user_613,C,89.973,False,iso
614,user_614,B,22.863,True,iso
615,user_615,D,64.566,False,iso
616,user_616,C,16.114,True,iso
617,user_617,D,77.669,False,iso
618,user_618,B,82.94,True,iso
619,user_619,B,74.464,True,iso
620,user_620,D,90.364,False,iso
621,user_621,A,60.467,True,iso
622,user_622,B,38.087,True,iso
623,user_623,B,18.379,True,iso
624,user_624,C,67.184,False,iso
625,user_625,D,58.563,False,iso
626,user_626,D,38.016,False,iso
627,user_627,B,0.589,False,iso
628,user_628,C,65.036,True,iso
629,user_629,C,2.781,True,iso
630,user_630,D,44.288,False,iso
631,user_631,A,87.112,False,iso
632,user_632,B,36.954,False,iso
633,user_633,C,85.195,False,iso
634,user_634,A,65.192,True,iso
635,user_635,B,92.26,False,iso
636,user_636,D,34.899,False,iso
637,user_637,A,50.259,False,iso
638,user_638,D,11.544,False,iso
639,user_639,D,98.699,True,iso
640,user_640,A,24.07,False,iso
641,user_641,C,78.549,True,iso
642,user_642,B,56.327,True,iso
643,user_643,B,24.567,True,iso
644,user_644,C,98.217,False,iso
645,user_645,D,57.636,False,iso
646,user_646,D,6.341,False,iso
647,user_647,A,72.435,True,iso
648,user_648,A,84.195,True,iso
649,user_649,C,67.408,False,iso
650,user_650,A,41.749,False,iso
651,user_651,B,65.642,True,iso
652,user_652,C,58.243,False,iso
653,user_653,A,5.57,True,iso
654,user_654,D,61.383,True,iso
655,user_655,C,0.213,False,iso
656,user_656,A,4.101,False,iso
657,user_657,B,97.216,False,iso
658,user_658,C,47.851,True,iso
659,user_659,B,44.668,False,iso
660,user_660,C,41.732,False,iso
661,user_661,D,34.252,True,iso
662,user_662,B,42.452,False,iso
663,user_663,A,94.363,False,iso
664,user_664,B,88.729,False,iso
665,user_665,C,15.252,False,iso
666,user_666,C,55.324,True,iso
667,user_667,A,97.362,False,iso
668,user_668,C,67.261,True,iso
669,user_669,A,31.777,True,iso
670,user_670,C,26.563,False,iso
671,user_671,D,50.598,False,iso
672,user_672,A,57.278,False,iso
673,user_673,D,12.73,False,iso
674,user_674,A,40.009,False,iso
675,user_675,C,24.413,True,iso
676,user_676,C,24.527,False,iso
677,user_677,A,56.196,True,iso
678,user_678,D,28.072,False,iso
679,user_679,C,24.06,True,iso
680,user_680,B,76.672,True,iso
681,user_681,A,60.908,True,iso
682,user_682,A,28.712,False,iso
683,user_683,C,66.914,False,iso
684,user_684,B,33.0,True,iso
685,user_685,C,52.971,True,iso
686,user_686,D,97.237,False,iso
687,user_687,C,10.203,False,iso
688,user_688,C,22.4,True,iso
689,user_689,C,7.387,False,iso
690,user_690,B,93.485,True,iso
691,user_691,A,53.325,True,iso
692,user_692,C,24.752,False,iso
693,user_693,A,29.474,True,iso
694,user_694,A,44.881,False,iso
695,user_695,C,71.881,False,iso
696,user_696,C,0.309,True,iso
697,user_697,B,81.573,False,iso
698,user_698,C,96.169,False,iso
699,user_699,D,61.752,False,iso
700,user_700,D,64.558,False,iso
701,user_701,D,39.394,False,iso
702,user_702,A,63.267,False,iso
703,user_703,A,12.624,False,iso
704,user_704,B,82.554,True,iso
705,user_705,C,31.684,False,iso
706,user_706,C,84.89,True,iso
707,user_707,C,76.226,False,iso
708,user_708,D,28.327,True,iso
709,user_709,A,8.921,True,iso
710,user_710,A,81.777,False,iso
711,user_711,B,22.58,True,iso
712,user_712,A,67.253,True,iso
713,user_713,C,83.05,True,iso
714,user_714,B,4.478,True,iso
715,user_715,D,67.156,True,iso
716,user_716,B,15.248,True,iso
717,user_717,B,92.232,False,iso
718,user_718,B,98.547,False,iso
719,user_719,A,93.113,True,iso
720,user_720,D,50.597,True,iso
721,user_721,D,49.959,True,iso
722,user_722,B,44.827,False,iso
723,user_723,C,83.495,False,iso
724,user_724,D,91.174,False,iso
725,user_725,B,65.75,False,iso
726,user_726,D,46.466,True,iso
727,user_727,B,40.893,True,iso
728,user_728,A,47.448,True,iso
729,user_729,A,50.522,True,iso
730,user_730,C,33.442,False,iso
731,user_731,A,92.86,True,iso
732,user_732,A,98.221,True,iso
733,user_733,C,29.508,True,iso
734,user_734,B,62.641,False,iso
735,user_735,A,38.394,True,iso
736,user_736,C,56.67,False,iso
737,user_737,D,24.33,False,iso
738,user_738,D,65.0,False,iso
739,user_739,A,75.986,False,iso
740,user_740,D,66.192,False,iso
741,user_741,B,64.396,False,iso
742,user_742,B,58.353,True,iso
743,user_743,B,81.391,True,iso
744,user_744,D,48.275,True,iso
745,user_745,A,37.855,True,iso
746,user_746,C,63.231,False,iso
747,user_747,C,73.067,True,iso
748,user_748,B,78.483,False,iso
749,user_749,C,1.991,True,iso
750,user_750,A,48.767,False,iso
751,user_751,C,88.719,False,iso
752,user_752,B,94.265,True,iso
753,user_753,A,42.181,True,iso
754,user_754,B,97.853,True,iso
755,user_755,B,22.329,True,iso
756,user_756,C,47.739,True,iso
757,user_757,C,48.123,True,iso
758,user_758,D,52.174,False,iso
759,user_759,B,8.99,True,iso
760,user_760,D,94.338,True,iso
761,user_761,A,89.902,False,iso
762,user_762,B,4.469,True,iso
763,user_763,A,80.202,False,iso
764,user_764,B,5.626,False,iso
765,user_765,D,78.207,False,iso
766,user_766,A,90.874,False,iso
767,user_767,A,89.378,True,iso
768,user_768,B,11.246,False,iso
769,user_769,D,38.826,True,iso
770,user_770,A,1.987,True,iso
771,user_771,D,68.342,False,iso
772,user_772,D,91.866,False,iso
773,user_773,B,97.9,False,iso
774,user_774,A,96.77,False,iso
775,user_775,B,51.747,False,iso
776,user_776,C,12.977,True,iso
777,user_777,D,88.88,False,iso
778,user_778,A,70.165,False,iso
779,user_779,C,25.279,False,iso
780,user_780,C,93.37,False,iso
781,user_781,D,22.697,True,iso
782,user_782,C,73.605,False,iso
783,user_783,D,36.501,True,iso
784,user_784,D,48.94,True,iso
785,user_785,C,87.883,False,iso
786,user_786,B,5.238,False,iso
787,user_787,D,75.284,True,iso
788,user_788,C,57.173,False,iso
789,user_789,D,9.513,True,iso
790,user_790,A,19.714,True,iso
791,user_791,A,18.556,False,iso
792,user_792,C,72.834,True,iso
793,user_793,C,88.069,True,iso
794,user_794,D,99.387,True,iso
795,user_795,A,63.181,False,iso
796,user_796,D,79.662,False,iso
797,user_797,B,58.652,True,iso
798,user_798,D,42.072,False,iso
799,user_799,B,83.253,True,iso
800,user_800,D,73.277,False,iso
801,user_801,A,45.358,False,iso
802,user_802,B,58.903,True,iso
803,user_803,D,99.519,True,iso
804,user_804,D,22.286,False,iso
805,user_805,A,82.046,True,iso
806,user_806,A,54.966,True,iso
807,user_807,A,8.548,True,iso
808,user_808,D,26.269,False,iso
809,user_809,B,10.127,False,iso
810,user_810,C,35.454,True,iso
811,user_811,D,93.582,False,iso
812,user_812,D,24.76,True,iso
813,user_813,B,81.287,True,iso
814,user_814,B,5.621,False,iso
815,user_815,D,59.951,True,iso
816,user_816,B,82.836,False,iso
817,user_817,A,46.236,True,iso
818,user_818,D,22.149,False,iso
819,user_819,C,30.126,True,iso
820,user_820,D,87.324,False,iso
