id,name,dept,score,active,ts
283,user_283,C,30.638,True,2026-01-11T06:00:00
284,user_284,A,68.891,False,2026-01-11T08:00:00
285,user_285,D,90.703,False,2026-01-29T21:00:00
286,user_286,D,41.645,False,2026-01-03T00:00:00
287,user_287,A,84.778,False,2026-02-07T20:00:00
288,user_288,D,69.771,True,2026-01-02T02:00:00
289,user_289,B,10.432,True,2026-02-11T07:00:00
290,user_290,A,41.2,True,2026-01-29T04:00:00
291,user_291,D,80.163,True,2026-02-01T23:00:00
292,user_292,D,95.287,False,2026-01-09T12:00:00
293,user_293,A,24.124,True,2026-01-24T10:00:00
294,user_294,C,26.788,False,2026-01-30T13:00:00
295,user_295,D,0.158,False,2026-02-03T18:00:00
296,user_296,D,69.269,True,2026-01-14T11:00:00
297,user_297,B,57.207,False,2026-02-08T05:00:00
298,user_298,D,73.443,False,2026-01-19T14:00:00
299,user_299,D,2.725,False,2026-01-23T01:00:00
300,user_300,A,66.44,True,2026-01-15T12:00:00
301,user_301,A,69.989,True,2026-01-04T10:00:00
302,user_302,A,91.905,False,2026-01-17T20:00:00
303,user_303,B,4.163,False,2026-01-28T04:00:00
304,user_304,A,62.255,True,2026-01-30T05:00:00
305,user_305,A,94.814,True,2026-01-14T16:00:00
306,user_306,B,62.186,False,2026-01-24T15:00:00
307,user_307,C,23.463,False,2026-01-18T01:00:00
308,user_308,C,40.88,False,2026-01-29T06:00:00
309,user_309,B,74.582,True,2026-01-03T20:00:00
310,user_310,D,87.462,False,2026-01-27T15:00:00
311,user_311,C,51.612,True,2026-01-16T11:00:00
312,user_312,C,61.834,False,2026-01-23T11:00:00
313,user_313,D,96.639,True,2026-02-05T05:00:00
314,user_314,D,65.417,True,2026-01-05T10:00:00
315,user_315,A,45.982,True,2026-02-04T16:00:00
316,user_316,A,10.464,False,2026-02-03T05:00:00
317,user_317,D,75.998,True,2026-01-06T01:00:00
318,user_318,B,90.639,False,2026-01-20T05:00:00
319,user_319,A,40.919,False,2026-02-11T09:00:00
320,user_320,B,32.364,True,2026-02-03T14:00:00
321,user_321,B,12.523,True,2026-01-29T18:00:00
322,user_322,B,43.321,True,2026-01-16T22:00:00
323,user_323,B,97.624,True,2026-01-16T20:00:00
324,user_324,B,59.637,True,2026-01-30T19:00:00
325,user_325,B,44.342,False,2026-01-31T03:00:00
326,user_326,B,0.337,True,2026-01-23T16:00:00
327,user_327,D,50.013,False,2026-01-16T06:00:00
328,user_328,C,29.857,True,2026-02-08T14:00:00
329,user_329,D,21.647,True,2026-01-15T23:00:00
330,user_330,A,34.135,False,2026-01-14T00:00:00
331,user_331,B,79.284,True,2026-01-04T19:00:00
332,user_332,D,59.67,False,2026-02-05T03:00:00
333,user_333,B,31.416,True,2026-01-18T04:00:00
334,user_334,C,83.654,True,2026-02-10T23:00:00
335,user_335,D,55.116,True,2026-01-13T19:00:00
336,user_336,C,65.71,True,2026-01-24T00:00:00
337,user_337,D,38.974,True,2026-01-10T19:00:00
338,user_338,A,82.544,True,2026-01-20T11:00:00
339,user_339,C,51.6,False,2026-01-18T13:00:00
340,user_340,C,40.592,True,2026-01-19T18:00:00
341,user_341,B,33.855,True,2026-01-16T23:00:00
342,user_342,C,67.146,False,2026-02-06T08:00:00
343,user_343,D,91.436,True,2026-01-15T07:00:00
344,user_344,C,96.222,True,2026-01-16T18:00:00
345,user_345,B,29.688,False,2026-02-02T16:00:00
346,user_346,A,60.332,True,2026-01-01T10:00:00
347,user_347,A,21.262,True,2026-01-16T08:00:00
348,user_348,B,88.901,True,2026-02-08T21:00:00
349,user_349,D,93.713,True,2026-01-11T08:00:00
350,user_350,B,61.066,False,2026-01-23T08:00:00
351,user_351,D,83.886,True,2026-01-12T04:00:00
352,user_352,B,7.985,True,2026-01-25T11:00:00
353,user_353,C,68.142,False,2026-01-22T08:00:00
354,user_354,C,76.268,True,2026-01-02T09:00:00
355,user_355,D,90.326,False,2026-01-14T03:00:00
356,user_356,C,84.935,True,2026-01-22T20:00:00
357,user_357,D,62.498,False,2026-01-02T22:00:00
358,user_358,D,15.536,True,2026-01-19T21:00:00
359,user_359,C,83.552,True,2026-01-01T10:00:00
360,user_360,C,23.254,False,2026-01-10T04:00:00
361,user_361,D,65.341,False,2026-02-01T17:00:00
362,user_362,D,5.76,True,2026-01-24T02:00:00
363,user_363,A,28.821,False,2026-02-05T11:00:00
364,user_364,C,50.828,True,2026-01-31T02:00:00
365,user_365,A,81.317,False,2026-02-04T16:00:00
366,user_366,A,1.99,False,2026-02-10T01:00:00
367,user_367,C,14.281,True,2026-01-11T16:00:00
368,user_368,A,77.875,False,2026-01-15T15:00:00
369,user_369,C,11.416,True,2026-01-11T01:00:00
370,user_370,D,15.665,False,2026-01-20T04:00:00
371,user_371,A,78.404,False,2026-02-08T21:00:00
372,user_372,C,21.816,False,2026-01-20T02:00:00
373,user_373,B,56.429,False,2026-02-11T02:00:00
374,user_374,D,33.352,True,2026-01-27T08:00:00
375,user_375,D,8.039,True,2026-02-01T00:00:00
376,user_376,C,87.481,False,2026-01-16T17:00:00
377,user_377,C,30.736,False,2026-01-22T13:00:00
378,user_378,C,42.404,False,2026-02-09T02:00:00
379,user_379,C,77.309,True,2026-01-03T00:00:00
380,user_380,C,82.548,True,2026-01-16T01:00:00
381,user_381,A,13.311,True,2026-02-01T21:00:00
382,user_382,D,30.226,True,2026-01-31T09:00:00
383,user_383,C,80.737,False,2026-01-13T08:00:00
384,user_384,D,64.651,False,2026-02-08T04:00:00
385,user_385,C,20.413,True,2026-02-07T14:00:00
386,user_386,B,88.098,False,2026-01-08T21:00:00
387,user_387,A,53.975,True,2026-02-04T07:00:00
388,user_388,C,64.843,True,2026-01-08T16:00:00
389,user_389,D,57.555,True,2026-01-14T19:00:00
390,user_390,A,15.147,False,2026-01-30T17:00:00
391,user_391,C,9.862,True,2026-01-25T21:00:00
392,user_392,B,43.858,True,2026-01-16T16:00:00
393,user_393,A,26.841,True,2026-01-30T13:00:00
394,user_394,C,90.587,True,2026-01-11T00:00:00
395,user_395,D,83.133,False,2026-02-11T12:00:00
396,user_396,C,97.35,True,2026-02-04T23:00:00
397,user_397,D,24.124,False,2026-01-21T20:00:00
398,user_398,C,38.219,True,2026-01-18T09:00:00
399,user_399,C,72.132,True,2026-01-25T18:00:00
400,user_400,D,35.046,False,2026-01-27T14:00:00
401,user_401,B,60.099,True,2026-01-09T09:00:00
402,user_402,D,91.696,True,2026-01-27T06:00:00
403,user_403,A,91.675,False,2026-01-14T09:00:00
404,user_404,B,26.195,True,2026-01-25T06:00:00
405,user_405,C,6.896,True,2026-01-26T07:00:00
406,user_406,C,68.568,True,2026-02-01T20:00:00
407,user_407,A,70.463,True,2026-01-26T22:00:00
408,user_408,C,19.625,True,2026-02-05T23:00:00
409,user_409,C,42.013,True,2026-01-10T11:00:00
410,user_410,D,45.158,True,2026-01-24T03:00:00
411,user_411,C,64.251,True,2026-01-18T11:00:00
412,user_412,D,88.307,True,2026-02-06T12:00:00
413,user_413,D,87.989,False,2026-01-13T03:00:00
414,user_414,A,11.252,True,2026-01-25T04:00:00
415,user_415,A,73.421,True,2026-01-04T16:00:00
416,user_416,C,51.139,False,2026-02-08T08:00:00
417,user_417,B,72.823,True,2026-01-05T09:00:00
418,user_418,C,10.415,True,2026-01-12T03:00:00
419,user_419,C,24.167,True,2026-02-04T00:00:00
420,user_420,B,31.944,False,2026-01-18T05:00:00
421,user_421,A,29.37,True,2026-01-15T04:00:00
422,user_422,C,66.337,False,2026-01-04T17:00:00
423,user_423,B,61.272,True,2026-01-18T18:00:00
424,user_424,D,44.493,True,2026-01-09T20:00:00
425,user_425,A,21.481,False,2026-01-27T14:00:00
426,user_426,C,95.531,True,2026-01-13T19:00:00
427,user_427,C,36.02,True,2026-01-01T00:00:00
428,user_428,B,85.68,False,2026-02-01T19:00:00
429,user_429,A,15.468,False,2026-01-16T23:00:00
430,user_430,B,57.423,True,2026-01-25T08:00:00
431,user_431,B,22.619,False,2026-01-12T02:00:00
432,user_432,D,77.67,False,2026-01-18T12:00:00
433,user_433,D,69.148,False,2026-01-05T21:00:00
434,user_434,A,1.768,True,2026-01-04T09:00:00
435,user_435,B,97.709,False,2026-01-26T19:00:00
436,user_436,C,55.99,True,2026-01-15T16:00:00
437,user_437,D,94.363,False,2026-01-01T08:00:00
438,user_438,A,90.197,True,2026-01-22T14:00:00
439,user_439,D,74.687,False,2026-01-15T17:00:00
440,user_440,D,77.274,False,2026-01-08T01:00:00
441,user_441,D,79.398,False,2026-02-10T14:00:00
442,user_442,B,15.458,True,2026-01-05T00:00:00
443,user_443,A,32.92,True,2026-02-04T09:00:00
444,user_444,C,73.854,True,2026-01-15T00:00:00
445,user_445,A,60.287,False,2026-01-07T12:00:00
446,user_446,A,2.275,True,2026-02-02T15:00:00
447,user_447,A,96.892,False,2026-01-23T22:00:00
448,user_448,A,99.992,False,2026-01-03T12:00:00
449,user_449,D,12.344,True,2026-01-18T22:00:00
450,user_450,C,46.021,False,2026-01-15T22:00:00
451,user_451,C,13.637,False,2026-01-17T23:00:00
452,user_452,D,41.395,False,2026-02-10T03:00:00
453,user_453,B,72.087,True,2026-02-07T10:00:00
454,user_454,A,16.572,False,2026-01-09T20:00:00
455,user_455,A,92.486,True,2026-01-11T01:00:00
456,user_456,B,12.991,True,2026-02-09T10:00:00
457,user_457,C,75.809,False,2026-01-04T17:00:00
458,user_458,B,84.539,True,2026-02-06T15:00:00
459,user_459,B,50.433,False,2026-01-11T17:00:00
460,user_460,A,82.439,True,2026-01-04T20:00:00
461,user_461,C,89.664,False,2026-01-20T16:00:00
462,user_462,A,33.322,True,2026-01-25T10:00:00
463,user_463,B,70.023,False,2026-01-26T05:00:00
464,user_464,C,58.247,False,2026-01-04T18:00:00
465,user_465,C,24.199,False,2026-01-28T21:00:00
466,user_466,C,19.636,False,2026-01-12T00:00:00
467,user_467,D,96.393,False,2026-01-13T22:00:00
468,user_468,A,6.942,True,2026-01-08T00:00:00
469,user_469,A,42.186,True,2026-02-06T23:00:00
470,user_470,A,80.078,True,2026-02-02T13:00:00
471,user_471,C,83.319,False,2026-01-24T20:00:00
472,user_472,B,55.427,False,2026-02-05T16:00:00
473,user_473,A,89.434,False,2026-02-03T13:00:00
474,user_474,C,52.724,False,2026-02-06T07:00:00
475,user_475,D,29.878,False,2026-01-10T15:00:00
476,user_476,D,91.348,True,2026-01-19T05:00:00
477,user_477,B,53.769,True,2026-01-19T07:00:00
478,user_478,C,28.895,False,2026-01-05T10:00:00
479,user_479,D,60.802,False,2026-01-08T21:00:00
480,user_480,C,11.175,True,2026-01-08T16:00:00
481,user_481,A,38.572,False,2026-02-06T08:00:00
482,user_482,B,17.227,False,2026-01-21T13:00:00
483,user_483,D,51.062,True,2026-01-12T22:00:00
484,user_484,A,36.961,True,2026-01-24T22:00:00
485,user_485,D,31.915,False,2026-01-20T19:00:00
486,user_486,C,2.617,False,2026-02-04T10:00:00
487,user_487,B,20.613,False,2026-01-20T21:00:00
488,user_488,D,27.232,False,2026-01-07T12:00:00
489,user_489,D,50.572,True,2026-01-19T16:00:00
490,user_490,B,72.843,True,2026-01-06T00:00:00
491,user_491,C,94.418,True,2026-02-11T14:00:00
492,user_492,D,51.912,True,2026-01-16T07:00:00
493,user_493,C,35.228,False,2026-02-10T16:00:00
494,user_494,B,33.171,False,2026-01-23T02:00:00
495,user_495,D,0.394,True,2026-02-03T10:00:00
496,user_496,D,66.8,True,2026-01-27T14:00:00
497,user_497,A,48.566,False,2026-02-02T19:00:00
498,user_498,C,5.296,True,2026-01-24T19:00:00
499,user_499,D,54.364,True,2026-01-30T02:00:00
500,user_500,A,99.044,True,2026-02-07T10:00:00
501,user_501,B,12.886,False,2026-01-21T15:00:00
502,user_502,C,50.955,True,2026-01-05T09:00:00
503,user_503,B,63.267,True,2026-01-16T14:00:00
504,user_504,C,16.847,True,2026-01-02T03:00:00
505,user_505,D,2.013,False,2026-01-30T18:00:00
506,user_506,B,23.085,True,2026-02-11T05:00:00
507,user_507,D,32.848,False,2026-01-06T20:00:00
508,user_508,A,8.816,False,2026-02-03T17:00:00
509,user_509,B,34.681,False,2026-01-03T13:00:00
510,user_510,A,28.252,True,2026-01-31T13:00:00
511,user_511,B,1.724,False,2026-01-19T02:00:00
512,user_512,A,12.331,True,2026-01-02T04:00:00
513,user_513,D,45.895,False,2026-01-23T12:00:00
514,user_514,D,88.917,True,2026-02-08T02:00:00
515,user_515,A,30.71,True,2026-01-03T17:00:00
516,user_516,D,94.41,False,2026-01-03T12:00:00
